Sample_ID,Industrial_Proximity_km,Mining_Activity_History,Contamination_Source,Pollutant_Concentration_Index
USGS_SOIL_00109,2.5089394238259803,Current,Agriculture,97.92335938301959
USGS_SOIL_00110,0.5285778889428436,Current,Urban,12.430463681491844
USGS_SOIL_00111,7.176642391892365,Current,Mining,37.27267048340943
USGS_SOIL_00112,2.273323481335069,Current,Urban,93.19850178724747
USGS_SOIL_00113,10.593822331229442,Current,Urban,87.68730434938226
USGS_SOIL_00114,13.082413932666162,Current,Mining,39.42710347842806
USGS_SOIL_00115,0.12367352758323302,Past,Mining,69.89532645197365
USGS_SOIL_00116,22.328376147646523,None,Urban,8.785701358134556
USGS_SOIL_00117,6.1897637177861835,Current,Agriculture,71.25410555436152
USGS_SOIL_00118,3.6739332330217818,Past,Urban,97.28577294847415
USGS_SOIL_00119,2.4676110450670667,None,Agriculture,53.74881528341916
USGS_SOIL_00120,3.654433535201048,None,Industrial,49.84902270344143
USGS_SOIL_00121,1.962433890621099,None,Agriculture,18.731861970191034
USGS_SOIL_00122,4.873411769115085,Current,Unknown,63.37881989072919
USGS_SOIL_00123,0.48795541588539704,Current,Mining,59.04372807789149
USGS_SOIL_00124,4.852713083832702,Current,Industrial,65.19330594757506
USGS_SOIL_00125,1.6102969632536532,None,Urban,2.608328668472182
USGS_SOIL_00126,0.08896087621664636,None,Agriculture,54.872348834907356
USGS_SOIL_00127,4.022693298339788,Past,Industrial,59.4934843497373
USGS_SOIL_00128,4.319057805331166,Past,Unknown,20.753013541280218
USGS_SOIL_00129,2.7805883586482505,Past,Agriculture,20.8332857488536
USGS_SOIL_00130,0.37516017010799774,Past,Urban,27.621816851094984
USGS_SOIL_00131,11.1906837923123,None,Urban,71.17215917272375
USGS_SOIL_00132,4.726420113296317,Current,Agriculture,60.626606353237165
USGS_SOIL_00133,0.6148697358543306,Current,Unknown,84.57626461178046
USGS_SOIL_00134,3.576254147144782,Current,Mining,29.56585718430982
USGS_SOIL_00135,3.4383541752371025,Current,Mining,91.20680598883183
USGS_SOIL_00136,0.31151507561644864,Past,Urban,74.37061619833584
USGS_SOIL_00137,4.667943712651842,None,Unknown,39.501167001369694
USGS_SOIL_00138,8.259806739838481,Current,Urban,9.526206562545593
USGS_SOIL_00139,6.911672145022799,None,Mining,25.69836624874825
USGS_SOIL_00140,1.1343111236136407,Past,Urban,95.67682172148503
USGS_SOIL_00141,9.913118115578449,Past,Agriculture,31.036337588407935
USGS_SOIL_00142,2.096873236335167,Current,Agriculture,32.99009601490644
USGS_SOIL_00143,14.641151204657435,Current,Unknown,18.9588931097717
USGS_SOIL_00144,0.3722599639794166,Past,Mining,80.68506011387655
USGS_SOIL_00145,3.3296905238216317,Past,Unknown,27.564423024227736
USGS_SOIL_00146,4.545636964515401,None,Unknown,33.02582483688556
USGS_SOIL_00147,1.4227688433330576,Past,Mining,41.43481084316266
USGS_SOIL_00148,7.378474339302141,None,Industrial,43.37282797746097
USGS_SOIL_00149,4.929486098247503,Past,Industrial,41.13407904150217
USGS_SOIL_00150,0.091377100523453,None,Urban,50.374369537472866
USGS_SOIL_00151,4.6871708196141135,Past,Industrial,81.45128796164033
USGS_SOIL_00152,3.3812363045300966,Past,Agriculture,81.92850407420221
USGS_SOIL_00153,1.0909616549476393,None,Unknown,79.83131337633469
USGS_SOIL_00154,27.302096102851273,None,Urban,10.11248391164875
USGS_SOIL_00155,11.37301119485517,Current,Unknown,79.96788032748141
USGS_SOIL_00156,1.7301426294502997,Current,Mining,12.025177348657678
USGS_SOIL_00157,3.894297962017783,Past,Industrial,12.472377005225798
USGS_SOIL_00158,1.9026587681772813,Past,Mining,94.78627716349608
USGS_SOIL_00159,7.469303241544239,None,Urban,81.93978447055413
USGS_SOIL_00160,13.320030206826754,Past,Agriculture,55.241046686800864
USGS_SOIL_00161,2.2222923694662775,Current,Industrial,87.49702044778621
USGS_SOIL_00162,8.188781836571255,None,Mining,98.93646425518628
USGS_SOIL_00163,3.449836635417574,Past,Industrial,61.06420666317776
USGS_SOIL_00164,2.52569711538287,None,Unknown,61.2898436981518
USGS_SOIL_00165,13.937241066207944,Current,Agriculture,75.4427029159928
USGS_SOIL_00166,3.570880622309428,Current,Industrial,23.213895236533276
USGS_SOIL_00167,3.1500216044382343,Current,Agriculture,16.712486151879936
USGS_SOIL_00168,5.580334723062216,Past,Unknown,75.95807500150725
USGS_SOIL_00169,1.5138716219502375,Past,Unknown,34.490479499410235
USGS_SOIL_00170,1.9636788854476903,Past,Mining,13.5070356305934
USGS_SOIL_00171,13.444609317104359,Past,Urban,31.487772591774977
USGS_SOIL_00172,5.674252857273973,Past,Mining,35.86368678745754
USGS_SOIL_00173,8.76184234626638,Past,Agriculture,96.52276595056907
USGS_SOIL_00174,1.5811743363991893,Current,Mining,69.79597110879232
USGS_SOIL_00175,3.924012327414484,Current,Industrial,53.085631739973394
USGS_SOIL_00176,17.771090224156183,Past,Mining,96.88731386826049
USGS_SOIL_00177,1.9187913207151606,Current,Urban,90.31397404741807
USGS_SOIL_00178,0.8746039089672284,None,Urban,51.200085661415976
USGS_SOIL_00179,3.5757985232932348,Past,Agriculture,90.56796353769808
USGS_SOIL_00180,2.4536535025379766,None,Unknown,40.43046580626566
USGS_SOIL_00181,0.8692510972667179,Past,Urban,23.042066535662464
USGS_SOIL_00182,10.970958128588679,Past,Agriculture,23.267817682208513
USGS_SOIL_00183,23.40157608438728,Current,Urban,66.23155244421267
USGS_SOIL_00184,4.203391200541152,None,Urban,50.10703207072771
USGS_SOIL_00185,7.451096613359435,Current,Unknown,65.89508470054467
USGS_SOIL_00186,9.796337750391919,Past,Industrial,68.60759642621699
USGS_SOIL_00187,6.036257634366096,None,Agriculture,2.2322872897717616
USGS_SOIL_00188,0.22580305271417103,Past,Urban,5.403959234790234
USGS_SOIL_00189,0.8577047746458764,Current,Urban,53.26777265912499
USGS_SOIL_00190,0.36817452653721966,Past,Mining,19.10354777600769
USGS_SOIL_00191,0.049643668974316754,Past,Industrial,63.253376880443966
USGS_SOIL_00192,1.8263907189366653,Current,Unknown,55.21857391706481
USGS_SOIL_00193,2.4908301489186186,Past,Agriculture,58.57603583708912
USGS_SOIL_00194,1.3789633769595047,None,Urban,30.245537983101066
USGS_SOIL_00195,0.33393001396099997,Current,Agriculture,63.98435062778967
USGS_SOIL_00196,3.7736566530216336,Past,Unknown,82.9492636485023
USGS_SOIL_00197,1.596340637952029,Current,Industrial,99.80712535922372
USGS_SOIL_00198,7.949087167050195,Past,Mining,83.84443861722143
USGS_SOIL_00199,0.040426095487398644,Current,Industrial,55.74987596799475
USGS_SOIL_00200,9.242507948374708,Current,Mining,19.342959167995655
USGS_SOIL_00201,15.478169574072629,None,Agriculture,68.14458761198209
USGS_SOIL_00202,6.296283642133712,Current,Industrial,93.76537855579782
USGS_SOIL_00203,6.614608820712196,None,Industrial,21.18665397323024
USGS_SOIL_00204,13.557453935886233,Current,Industrial,25.59956205265771
USGS_SOIL_00205,1.1727371787821181,Current,Unknown,14.900854341165115
USGS_SOIL_00206,26.075001550352788,Past,Agriculture,73.67216436264017
USGS_SOIL_00207,7.424636751055486,Past,Mining,40.656150342365926
USGS_SOIL_00208,6.483561109540716,Past,Industrial,6.269563888638407
USGS_SOIL_00209,2.239962929092953,Current,Agriculture,87.49499914902802
USGS_SOIL_00210,3.945840403792649,Current,Unknown,55.767190470256665
USGS_SOIL_00211,5.305394630009434,None,Unknown,33.10942920003558
USGS_SOIL_00212,4.842433500867475,None,Agriculture,34.39829760610969
USGS_SOIL_00213,6.103639255203566,None,Mining,29.025122019090677
USGS_SOIL_00214,0.4298690631109876,Past,Agriculture,45.54801723926418
USGS_SOIL_00215,2.197553950406858,Past,Agriculture,33.7041688488145
USGS_SOIL_00216,2.8458061504979275,None,Urban,54.79463040706094
USGS_SOIL_00217,1.5097792855751246,Current,Unknown,77.35172522712942
USGS_SOIL_00218,0.9474999224453522,Past,Mining,67.44612834443735
USGS_SOIL_00219,0.7478827517894121,Past,Urban,29.445689275411713
USGS_SOIL_00220,2.281556135545969,None,Agriculture,52.874101153977925
USGS_SOIL_00221,3.4005792968768183,Past,Unknown,84.01261599122508
USGS_SOIL_00222,0.3252342656974926,None,Urban,6.820623474272547
USGS_SOIL_00223,14.63645326500756,Past,Urban,7.829726698690475
USGS_SOIL_00224,7.2460285884031705,Current,Mining,55.61700680497535
USGS_SOIL_00225,6.562465110453739,Current,Agriculture,63.91151283898032
USGS_SOIL_00226,0.9489097320579982,Past,Mining,21.14130157759041
USGS_SOIL_00227,4.6291904158263595,None,Urban,74.5220126691518
USGS_SOIL_00228,3.7721876794809535,Past,Urban,64.62633770407274
USGS_SOIL_00229,20.218878700213622,None,Mining,92.32892682362865
USGS_SOIL_00230,6.885122696528322,Past,Urban,16.89542018585367
USGS_SOIL_00231,4.287301931883761,Current,Industrial,75.13742653580107
USGS_SOIL_00232,9.512762453643429,Current,Unknown,8.364309058326702
USGS_SOIL_00233,0.842651104986814,Past,Agriculture,56.52924095178975
USGS_SOIL_00234,0.07666744536502446,Past,Unknown,55.189513949914584
USGS_SOIL_00235,5.859679766745266,Past,Agriculture,38.83850446467406
USGS_SOIL_00236,0.5174305907348544,Current,Urban,84.45711476685672
USGS_SOIL_00237,0.6132887136991053,Current,Mining,0.43706447860122344
USGS_SOIL_00238,6.826202318757943,None,Mining,52.01794018985208
USGS_SOIL_00239,1.5772183828289734,Past,Urban,21.715354983518743
USGS_SOIL_00240,4.952798409886525,Past,Agriculture,74.34986191164329
USGS_SOIL_00241,12.469147264863468,Current,Urban,4.306742630609717
USGS_SOIL_00242,1.9024568091334115,Past,Agriculture,83.15546881815776
USGS_SOIL_00243,1.224033547855591,None,Urban,83.80922267069515
USGS_SOIL_00244,0.5633966298819713,Past,Urban,83.2866012403503
USGS_SOIL_00245,0.6989682925539752,Current,Urban,15.256852673266986
USGS_SOIL_00246,0.3212138663968978,Past,Mining,63.04065185610449
USGS_SOIL_00247,0.45861618646960917,Current,Agriculture,1.4367359183389605
USGS_SOIL_00248,2.8282096959148784,None,Urban,84.79625912891998
USGS_SOIL_00249,1.9346770784258494,None,Unknown,72.29751935086205
USGS_SOIL_00250,6.130424325049464,Past,Unknown,53.115373089925264
USGS_SOIL_00251,10.21040734017742,Past,Mining,73.0591433096617
USGS_SOIL_00252,7.680314688663703,Current,Industrial,9.432409665177222
USGS_SOIL_00253,3.781896847705454,None,Mining,52.86558321768563
USGS_SOIL_00254,0.540388331255418,None,Industrial,29.127649181644543
USGS_SOIL_00255,6.185361043203972,None,Mining,97.2619463222973
USGS_SOIL_00256,2.2535839078569455,None,Unknown,85.71179506239017
USGS_SOIL_00257,0.44771139738138066,Past,Urban,73.32756958339769
USGS_SOIL_00258,9.24058277960059,Past,Agriculture,93.37476352497319
USGS_SOIL_00259,2.0640842088649864,Current,Urban,34.68433045654737
USGS_SOIL_00260,1.2310939460795383,None,Unknown,90.08798989881812
USGS_SOIL_00261,10.257267031112885,Past,Agriculture,32.52382321067103
USGS_SOIL_00262,11.620773693537913,Past,Industrial,73.2796719691153
USGS_SOIL_00263,2.0697866043879665,None,Industrial,73.6416911776449
USGS_SOIL_00264,2.1909856624382313,Past,Unknown,1.8349876454093472
USGS_SOIL_00265,4.33308250235987,Current,Agriculture,36.105969827819514
USGS_SOIL_00266,6.610807620254713,Current,Urban,1.9432672408497886
USGS_SOIL_00267,0.3261562152399452,None,Unknown,99.70920176102486
USGS_SOIL_00268,4.498934083871084,Current,Industrial,12.2196761829238
USGS_SOIL_00269,15.268932572662683,Past,Unknown,54.281089564810934
USGS_SOIL_00270,1.519693472137463,Current,Urban,79.05562387626372
USGS_SOIL_00271,11.974994133088614,Past,Mining,20.126360226089247
USGS_SOIL_00272,14.995523846460138,None,Mining,48.505266809547265
USGS_SOIL_00273,1.5677601024505625,None,Urban,60.74287609211508
USGS_SOIL_00274,7.016223364752083,Past,Agriculture,16.020475439554538
USGS_SOIL_00275,1.3641315607448394,Past,Unknown,77.85554599115385
USGS_SOIL_00276,6.689638799529255,Current,Urban,29.933645718936532
USGS_SOIL_00277,7.9831013349795565,Past,Mining,21.10230763388403
USGS_SOIL_00278,1.4198163370050023,None,Industrial,55.828874643741685
USGS_SOIL_00279,6.291608963556653,Past,Urban,41.03136276429379
USGS_SOIL_00280,8.359347642986831,Current,Urban,92.02859446364178
USGS_SOIL_00281,2.2203452599475253,Current,Urban,88.0062698198154
USGS_SOIL_00282,0.9178283077956162,Past,Mining,48.335066338888325
USGS_SOIL_00283,0.48235939182071896,Current,Mining,35.92637747255976
USGS_SOIL_00284,4.282823198778454,Current,Urban,32.55179816312652
USGS_SOIL_00285,19.10591384925992,None,Urban,26.756362308150738
USGS_SOIL_00286,8.656624539751887,Past,Agriculture,54.45478537124772
USGS_SOIL_00287,2.862083698837176,None,Industrial,80.49786047345435
USGS_SOIL_00288,3.846048877931945,None,Unknown,31.07566082035578
USGS_SOIL_00289,1.6392428357659274,Current,Unknown,19.00940896880815
USGS_SOIL_00290,0.8900495308259224,None,Unknown,47.54838061832868
USGS_SOIL_00291,3.289683625608599,Past,Mining,6.903441679766653
USGS_SOIL_00292,3.1134581807309285,Past,Mining,70.12790061297068
USGS_SOIL_00293,3.6899900748770014,Past,Agriculture,51.83582663019336
USGS_SOIL_00294,15.267292714442867,None,Mining,49.63748079728541
USGS_SOIL_00295,4.630383545498352,Past,Urban,30.044537955002248
USGS_SOIL_00296,4.6541272121392945,Past,Industrial,90.46734375317367
USGS_SOIL_00297,0.6849712662642305,None,Industrial,9.04862918495527
USGS_SOIL_00298,28.25908133559658,None,Industrial,86.98240088870314
USGS_SOIL_00299,7.410612148189848,None,Industrial,37.670520241592264
USGS_SOIL_00300,10.486127478378817,None,Unknown,88.06235159750223
USGS_SOIL_00301,2.674741345149425,Current,Unknown,72.87614583323835
USGS_SOIL_00302,3.4870622774870035,None,Urban,10.41707266620383
USGS_SOIL_00303,3.6915994741938896,None,Agriculture,83.15362865093536
USGS_SOIL_00304,1.07894418879506,Past,Mining,68.2176833699505
USGS_SOIL_00305,5.847682274778943,Past,Mining,3.230191291534845
USGS_SOIL_00306,11.664021832792834,None,Unknown,13.370268210966996
USGS_SOIL_00307,0.8938741780902135,None,Industrial,63.562805583569514
USGS_SOIL_00308,0.45136494307592867,None,Urban,66.2600502880285
USGS_SOIL_00309,6.7012332089486915,Past,Agriculture,74.6651432837595
USGS_SOIL_00310,1.5955323132588473,Past,Unknown,72.02454007749819
USGS_SOIL_00311,4.8890031079782394,None,Urban,65.9519954669955
USGS_SOIL_00312,5.949664762794102,Past,Urban,76.62389017464226
USGS_SOIL_00313,1.9423819128328037,Past,Unknown,57.50857058923729
USGS_SOIL_00314,8.44090683612658,None,Urban,26.079138552445492
USGS_SOIL_00315,3.9924160616343767,Past,Industrial,91.23766137307182
USGS_SOIL_00316,10.162767181696555,None,Urban,1.8214030931977931
USGS_SOIL_00317,7.204672619804792,Current,Agriculture,36.65617198714902
USGS_SOIL_00318,10.146618706997492,Current,Urban,72.88702930971634
USGS_SOIL_00319,0.10183698254272004,Current,Mining,42.715604114967434
USGS_SOIL_00320,1.3953051085736656,Past,Urban,2.483440748001431
USGS_SOIL_00321,0.4715970263703938,Current,Unknown,6.598090311621318
USGS_SOIL_00322,2.9177255199705994,Past,Mining,64.86373691382886
USGS_SOIL_00323,11.034562240591441,None,Unknown,96.48645994052997
USGS_SOIL_00324,3.1512399707398147,Current,Agriculture,55.1863635834499
USGS_SOIL_00325,9.4760438813921,Past,Industrial,50.6757818023769
USGS_SOIL_00326,1.9813741272654792,Current,Agriculture,31.832521305626727
USGS_SOIL_00327,2.074321255965904,Past,Mining,25.669067386606315
USGS_SOIL_00328,11.295795514764638,Past,Industrial,2.0984981756284715
USGS_SOIL_00329,2.7740368665395865,None,Urban,27.295486764047116
USGS_SOIL_00330,7.7976582327533315,Past,Mining,44.911044086525244
USGS_SOIL_00331,1.3501509247149763,Past,Industrial,19.794978304895018
USGS_SOIL_00332,14.860159758546445,Current,Unknown,8.734798848142923
USGS_SOIL_00333,4.273371205089761,None,Industrial,71.77278672546026
USGS_SOIL_00334,7.121509279032803,Past,Unknown,89.46202690680671
USGS_SOIL_00335,0.46889311505393827,Current,Unknown,93.67720696870856
USGS_SOIL_00336,3.3929110906542497,None,Industrial,61.799872849698936
USGS_SOIL_00337,11.565121852378857,Past,Agriculture,5.2774582599281805
USGS_SOIL_00338,10.47942515099334,Current,Agriculture,74.08626299617734
USGS_SOIL_00339,0.23972588184069252,None,Unknown,11.009530526188637
USGS_SOIL_00340,1.8098623922817056,None,Mining,66.97481176878239
USGS_SOIL_00341,2.9288236103463587,None,Industrial,77.93658357478758
USGS_SOIL_00342,0.94530999926353,None,Mining,72.58647108264728
USGS_SOIL_00343,6.54663532205313,Past,Agriculture,95.18838057611306
USGS_SOIL_00344,1.0198428326552325,Past,Mining,73.81462844673898
USGS_SOIL_00345,2.128132660750624,None,Urban,69.32097779818085
USGS_SOIL_00346,5.442527229394377,None,Urban,26.17431721831024
USGS_SOIL_00347,3.2897626568799483,Past,Agriculture,92.47686864359017
USGS_SOIL_00348,6.707963453212903,Current,Mining,17.95438707941669
USGS_SOIL_00349,16.247693464273635,None,Industrial,90.48966114731265
USGS_SOIL_00350,0.6195841633265583,Past,Agriculture,31.266254334591036
USGS_SOIL_00351,6.181924163910971,Past,Urban,13.016359387766874
USGS_SOIL_00352,1.309059097075562,Current,Agriculture,82.66830272711707
USGS_SOIL_00353,2.6762467424893677,Past,Mining,0.2495453600829145
USGS_SOIL_00354,0.16707417378620792,None,Mining,83.20883176808307
USGS_SOIL_00355,0.7303765975135991,Past,Mining,26.23118420459759
USGS_SOIL_00356,1.9266750916455855,None,Unknown,88.47212727556213
USGS_SOIL_00357,2.0926438768942095,Past,Mining,69.1479182241579
USGS_SOIL_00358,11.49222918085363,None,Urban,66.61833328505901
USGS_SOIL_00359,6.77035399489366,None,Urban,36.53195631648434
USGS_SOIL_00360,17.910533953698415,Past,Unknown,5.940297389077099
USGS_SOIL_00361,4.56986098795662,None,Urban,83.00730982055772
USGS_SOIL_00362,1.3834715124375376,Past,Urban,17.0903795176528
USGS_SOIL_00363,1.9849186092313853,Past,Agriculture,37.225864189475224
USGS_SOIL_00364,1.9271061032052068,Past,Mining,60.03546855090818
USGS_SOIL_00365,1.9762943049469228,None,Agriculture,48.22537385606217
USGS_SOIL_00366,5.58842775868606,Past,Agriculture,19.866063517131806
USGS_SOIL_00367,3.7837152969198544,Current,Urban,14.06163568822839
USGS_SOIL_00368,2.4341148480414736,None,Industrial,12.324627225029062
USGS_SOIL_00369,0.8072432107026228,Current,Mining,86.3007881499201
USGS_SOIL_00370,0.1119395623443139,Current,Industrial,3.1559549061333625
USGS_SOIL_00371,1.2348423555905077,Current,Urban,97.70142595998944
USGS_SOIL_00372,0.5684836273519959,Current,Unknown,19.85286903854141
USGS_SOIL_00373,7.695946535107849,Past,Agriculture,11.032229687907813
USGS_SOIL_00374,0.596722282902183,Current,Urban,57.69716547767951
USGS_SOIL_00375,6.4409085106898925,None,Urban,7.998595794069663
USGS_SOIL_00376,2.436023127177245,Current,Industrial,60.245326316359495
USGS_SOIL_00377,0.38104992086655265,Current,Unknown,85.06266448136131
USGS_SOIL_00378,8.376020585843344,Current,Agriculture,4.789802146742483
USGS_SOIL_00379,4.333106798233474,Past,Unknown,79.98686045285442
USGS_SOIL_00380,1.3443769129420655,Current,Unknown,39.44774409821187
USGS_SOIL_00381,11.253815472777308,Current,Unknown,15.949063383120999
USGS_SOIL_00382,0.23157230408797685,Current,Mining,17.609648026745905
USGS_SOIL_00383,1.1271032609443181,None,Unknown,91.87645436942262
USGS_SOIL_00384,6.972578878730507,Past,Urban,11.060575194066447
USGS_SOIL_00385,6.178657927390317,Past,Mining,86.67827871156571
