Sample_ID,Annual_Rainfall_mm,Average_Temp_C,Growing_Season_days,Elevation_m,Solar_Radiation_MJ_m2,Wind_Speed_m_s,Soil_Drainage
USGS_SOIL_00026,938.0832490809536,21.056737474883967,161.166984217011,1356.8838303783368,18.06200804351212,6.1539985312470336,Poor
USGS_SOIL_00027,974.2203584747712,1.2086876173596863,157.2950074128075,1538.334653408949,15.524626057114617,2.472733980243889,Well
USGS_SOIL_00028,712.9568151385187,8.214425028763767,160.98868737150792,2962.366937746277,21.46506428075641,7.991761175525006,Poor
USGS_SOIL_00029,733.673419100293,25.13267426026169,146.7942147617953,965.2255288933616,9.814366783638512,8.74647735160211,Poor
USGS_SOIL_00030,342.4664944110818,20.668755503816133,149.1746626278417,1884.280564996404,15.80716172634076,9.003030418764043,Well
USGS_SOIL_00031,308.4991968375095,17.33206470796876,200.64362236422477,794.5724577168841,18.61339499462929,3.7366712994821616,Moderate
USGS_SOIL_00032,504.1135216373025,22.549711017807397,110.29225364826158,1453.1581711859278,20.96840010331735,6.946618308622585,Poor
USGS_SOIL_00033,733.673419100293,23.105541391577177,187.3196393855594,680.1427761244872,18.17030037098719,3.511381484172342,Well
USGS_SOIL_00034,733.673419100293,21.06332142518067,200.56582494762029,1718.7574823692971,10.848078377049642,7.864811387304206,Poor
USGS_SOIL_00035,1154.0816586316907,13.260576433790384,125.89197736055118,868.5341808026358,8.379805059621908,2.0847250200369123,Poor
USGS_SOIL_00036,528.3103820331855,7.975627676274474,176.93756505530564,206.68785848460925,14.320491763927286,7.864883300090451,Well
USGS_SOIL_00037,474.7380566280799,9.692696605910095,143.33840630171912,2464.2861652711777,16.44687324001092,4.957557738971813,Well
USGS_SOIL_00038,1066.5236778808944,26.284701768225226,225.4531171777652,471.9398251492108,18.778940213379844,8.699945413919753,Poor
USGS_SOIL_00039,812.230741434162,4.796011063520362,171.77478583819263,1167.3125174390264,10.618120179778574,7.650377739875318,Poor
USGS_SOIL_00040,985.4103747860294,18.92658723316764,238.92472529187367,1483.8150664224884,17.442952236058304,4.388676766268365,Moderate
USGS_SOIL_00041,735.722471964906,18.938872999807927,232.89109584732813,1354.1920012235894,4.289486944157,9.131852668244072,Moderate
USGS_SOIL_00042,831.5259794280074,26.744457065303656,192.29316665125495,2204.4307147010263,12.042024987911256,3.550034253477793,Well
USGS_SOIL_00043,319.93516431888355,18.91647312949696,265.7083052592967,1830.6521281997384,18.44110969850135,9.70289768292331,Poor
USGS_SOIL_00044,705.6479216612524,11.61421013786541,117.0208290274194,956.5764298517092,10.235157501117918,7.904830455601159,Well
USGS_SOIL_00045,435.58314925927766,11.740195300976792,237.81668958316467,249.9386995379435,10.585667557979168,9.916073661440704,Well
USGS_SOIL_00046,1336.3174439741508,14.953755060248474,169.27702363754685,2326.025842934211,12.898307907388798,1.485141547586298,Poor
USGS_SOIL_00047,1137.8464213224638,24.061354026640345,174.9324775597688,1122.328667367423,15.707968843688922,3.4663244128941773,Moderate
USGS_SOIL_00048,733.673419100293,21.4521588699944,161.55081490691353,2680.201748899911,10.538980296997474,7.671378308630259,Well
USGS_SOIL_00049,687.7333232522412,6.314309592877919,121.9979383394024,1245.6646434494262,14.870865210786182,9.300247311253376,Well
USGS_SOIL_00050,701.8742669950932,17.229302602438825,202.78386056059344,2181.2099577993517,13.271285962017348,1.2589373540750766,Poor
USGS_SOIL_00051,1396.186969812333,21.60210747180552,130.37134423583015,2824.73763938057,19.63172799840688,1.0000836637802628,Moderate
USGS_SOIL_00052,868.9194905569613,13.102596915286652,156.3600612491458,1988.3421068428916,13.06487697132179,3.30618366330623,Moderate
USGS_SOIL_00053,621.6397198140542,-2.279795414252714,158.1307036161897,1299.117848852764,15.113357939547528,8.675008089684052,Poor
USGS_SOIL_00054,794.005552964684,13.428215064448844,219.8230620485159,1745.4578794792342,15.665348467361378,7.904377919289025,Well
USGS_SOIL_00055,288.9027188116416,3.1188023978953936,177.0529365572482,1675.9910467714883,13.32105083457089,4.0624971595197135,Poor
USGS_SOIL_00056,727.8980070160052,1.8523604480269495,82.25034751935854,1795.978106294752,18.07880525731656,1.0181013791089215,Poor
USGS_SOIL_00057,425.7317747023783,23.521327192239557,144.03850902814708,525.7779583599029,18.9104543091301,5.992351668583544,Moderate
USGS_SOIL_00058,195.70019279093003,35.16824500822907,117.5140939443752,2125.6786589637986,13.044137760567732,3.141599243058557,Well
USGS_SOIL_00059,1345.9722375214592,25.914283629977017,200.09928329511607,520.6254878406428,16.172481222776945,7.710480356498593,Well
USGS_SOIL_00060,741.9021003185512,-5.884744022581451,132.6843078923594,142.38896452108057,11.289884236589328,5.017146979443634,Moderate
USGS_SOIL_00061,518.5240300199328,13.61589847561195,155.76657852059162,1911.862291983784,17.255206798004874,7.107417307429004,Well
USGS_SOIL_00062,240.8462189956093,10.282492744885747,250.01346837891413,439.0493593092151,15.931292248520313,8.670779468994613,Well
USGS_SOIL_00063,683.6652106578892,3.232621356934846,205.4710415731645,2334.193746462692,13.544237426610442,5.82183819566653,Poor
USGS_SOIL_00064,705.2470044154206,18.718869944713475,133.41652207846298,2611.3012651523795,16.319729615400288,4.023599866554632,Poor
USGS_SOIL_00065,979.5155080689246,13.52165004005935,213.00193652091065,2839.7366918233865,17.371422660414712,7.925891914137241,Poor
USGS_SOIL_00066,463.84973783677856,5.687283283371144,151.28673779155986,2026.983192428536,19.92155125240812,3.386685157940601,Well
USGS_SOIL_00067,589.8725574819767,-1.4507619503162417,212.901998983039,1497.843189387682,16.589928703582736,9.023669344957908,Well
USGS_SOIL_00068,472.6225398165722,10.12867096396037,163.50672093203775,1121.6151340468173,18.553641462734973,1.642848820596422,Well
USGS_SOIL_00069,684.5850078839771,15.063256358191587,141.59890059260837,1523.6827725603594,22.61942144904712,8.519217769976901,Well
USGS_SOIL_00070,152.1018113526527,14.052665704340193,137.86125840018542,652.0214622449092,10.864137040113398,1.82400154543856,Moderate
USGS_SOIL_00071,508.7397376126789,23.5022586816657,191.5051224638224,1110.42567858837,19.685289852898077,1.5052328236883417,Moderate
USGS_SOIL_00072,938.914863888411,17.7038722650657,216.5208506525296,2181.998522020044,11.483405582920994,4.269312436133448,Well
USGS_SOIL_00073,382.3666031023636,12.24297032389783,194.89601771757745,730.5266162892182,12.146197964743964,9.608944190273451,Poor
USGS_SOIL_00074,1049.8517687399053,8.462179287502583,162.69437320281654,865.7946934536286,14.95280130969338,9.85137448772442,Poor
USGS_SOIL_00075,1012.00851948848,0.8325875364899353,108.1062492718711,2273.051941552761,12.415876668708782,2.8186345086954336,Moderate
USGS_SOIL_00076,1037.1070271516576,6.269793118721042,154.42596810084814,615.7242138989403,11.74707184151968,2.3377380009585957,Moderate
USGS_SOIL_00077,748.6430578474693,25.86656648869046,129.9186648703864,813.0740007727953,14.758381049688897,4.176579983992999,Well
USGS_SOIL_00078,721.6799407367395,21.91738376739975,234.74277373020672,150.88793218568603,13.667004070715688,4.033781567929664,Well
USGS_SOIL_00079,845.8827885573987,17.310145869958333,164.06064570155627,2188.1496386518097,12.338789110282168,7.836335944641771,Well
USGS_SOIL_00080,1146.0800580098771,11.047445671619109,192.0152043943739,1891.9203401426585,11.189535802339474,4.995991186720535,Well
USGS_SOIL_00081,1118.78313295802,24.928158308662105,166.2537448236235,2113.7178122834694,20.7005971699018,8.018952271610619,Well
USGS_SOIL_00082,251.32941840567213,6.911068962929988,197.18741988631209,721.5505096646082,10.199198822009762,7.738417873225413,Poor
USGS_SOIL_00083,487.7085857791232,7.002563414373049,208.72696091753463,2093.391533110827,14.329281734237576,6.20479387113331,Poor
USGS_SOIL_00084,433.8181130432008,14.25218009340632,273.1381889174584,1829.492191310444,19.471690726706864,8.501608897674895,Well
USGS_SOIL_00085,968.031893485856,-2.465111820068472,161.7629805352669,1161.7566397438095,18.23818919830225,2.760829718974364,Poor
USGS_SOIL_00086,546.2144259106542,6.684185907023339,221.72422538836807,1369.6948537397736,15.934859789178851,2.45629446094462,Well
USGS_SOIL_00087,688.982798139981,13.110170451181588,191.1166818117858,1746.9694594928835,12.5054322395545,7.755852326524014,Well
USGS_SOIL_00088,1262.3845648668316,11.310128037752763,156.8750534758161,1530.5473106539146,14.924983735096983,3.20317355939766,Moderate
USGS_SOIL_00089,1086.264294689032,7.093959990585832,159.730239250719,1961.3013913111763,10.5037185374122,1.0251494543834618,Poor
USGS_SOIL_00090,1162.8596827364836,31.28317546562569,198.83609719958093,624.8407750573859,13.859461538662243,9.207641517800845,Poor
USGS_SOIL_00091,534.9137882340128,25.906081922027056,168.13591068186912,1668.0588692569709,13.798928756690785,6.606433522297566,Moderate
USGS_SOIL_00092,-81.42574756945794,28.71681266827354,184.19741494453584,1405.8105003071682,14.185187669310386,5.004439282071466,Poor
USGS_SOIL_00093,631.3425895157872,14.207645654989102,206.5858235758753,1436.959432640595,11.847960528010324,7.531628590081341,Moderate
USGS_SOIL_00094,318.0153469413584,11.091312093271227,279.8120947667734,1461.2079466895264,8.216475617022438,3.999985598037573,Poor
USGS_SOIL_00095,166.78517111122608,27.81330766135348,181.2993772674357,2656.26869508472,20.00741301912977,9.58299451385876,Well
USGS_SOIL_00096,1088.6018480919806,15.681650895645095,134.8730627165996,2474.019579296185,19.119078389416877,1.6175826005266982,Moderate
USGS_SOIL_00097,482.4453861816859,6.516082485856376,195.9195720985704,1925.7528873945569,18.49861722073826,6.768533715961249,Well
USGS_SOIL_00098,508.0312800644114,7.071753166986368,160.63882652363446,2177.8121132468696,16.513677033953076,7.995605345751461,Well
USGS_SOIL_00099,640.2708560051303,12.404578331577174,255.74432137714763,224.12764459750923,15.681450270350338,5.222133171041585,Poor
USGS_SOIL_00100,1243.9483437116523,14.823835933003126,160.1154817131031,2257.575986201039,12.225258443213042,7.794715195594323,Moderate
USGS_SOIL_00101,701.5157217875517,15.651688225619038,180.735882685584,1509.8775965155812,12.652694785838834,9.342193580907123,Well
USGS_SOIL_00102,1035.476875868877,13.531322504241274,204.9165563879677,1021.46793718957,20.82142188131518,7.695945106113561,Well
USGS_SOIL_00103,655.3962278080442,33.71683322125135,199.6520296857597,505.3532012206145,21.731629379057665,3.7843018042268,Moderate
USGS_SOIL_00104,275.86143559094114,4.1750320159670125,235.6077004088961,318.1054920207762,14.260986396090262,6.056617372472823,Poor
USGS_SOIL_00105,393.0491825520317,20.38169008326915,206.6993443772901,230.16848794049704,15.015056701333355,9.20443166073661,Well
USGS_SOIL_00106,748.8640300894909,11.180378182164665,273.71786969840406,569.2089071816984,17.929286220970905,5.0418795293424346,Poor
USGS_SOIL_00107,782.2906684509073,14.689716088201989,197.97969998845716,187.4170049134508,15.373866248160985,7.135286454241434,Moderate
USGS_SOIL_00108,912.8129793736128,22.52396342594423,231.9641425621773,2224.66250308331,15.676138219459723,5.189632526159852,Poor
USGS_SOIL_00109,912.9374447100008,0.7380097286645384,161.22996116162855,820.9809451630451,14.760802951887175,2.0920974124632594,Moderate
USGS_SOIL_00110,1020.0488200333444,7.433038052437343,258.9929437153694,1169.3472381028266,11.248656381794156,1.5273787228864768,Poor
USGS_SOIL_00111,519.2543986339807,13.930724916937468,166.0921578960172,2485.8770200660606,13.507950478073305,9.570465636658184,Poor
USGS_SOIL_00112,1298.165617716095,26.810014198795983,239.4413348533135,432.50673992131294,14.465335022311924,6.51287596078986,Well
USGS_SOIL_00113,1325.627257114993,26.76783767291674,215.67674931657385,2523.222687685017,4.919597274723866,1.9343342181024243,Poor
USGS_SOIL_00114,593.8392985549347,25.21841150398756,182.66677834282743,1954.6670165958355,15.350053042436624,8.716947026228542,Well
USGS_SOIL_00115,511.8242153048985,-2.5471024673024125,239.8268470560887,1091.8855923533488,24.29026351771211,5.70423822859732,Moderate
USGS_SOIL_00116,214.5571043830014,6.601846645782393,179.52046428877028,441.6409178962844,13.282523687646307,7.947389010158859,Moderate
USGS_SOIL_00117,801.2667381470515,6.930918957180895,234.73543193661172,365.32882228864617,15.132504738849557,2.1408057606287354,Well
USGS_SOIL_00118,885.7311116072829,14.558118038226588,195.1219743649912,1072.9916036300297,11.638056114195226,9.162193886466277,Poor
USGS_SOIL_00119,576.2019564338367,0.1757877401958438,164.91134147892052,506.9917208823329,10.624402839652772,6.314818957138231,Moderate
USGS_SOIL_00120,834.8293699642747,23.78317229386661,192.8107201972085,876.3598597782968,13.75963313405906,7.64434612674137,Moderate
USGS_SOIL_00121,333.65594676158923,-0.9551005995293966,181.3641451954895,253.57182130884115,17.519172858347094,1.282417192151677,Moderate
USGS_SOIL_00122,1040.302132562461,23.26020754443154,162.29933535391038,1825.5244229204268,14.064986319951489,3.837744101791028,Well
USGS_SOIL_00123,590.706640786456,21.966710410576127,189.31943280444136,521.300739166033,13.503690966411664,3.4070087295587053,Moderate
USGS_SOIL_00124,836.6278960656206,6.2449199890221845,196.14746820697096,2294.5237080643183,16.98238285959077,9.546354957590838,Moderate
USGS_SOIL_00125,813.0471141179862,25.095636627309545,81.81860372722605,732.7074312061192,15.800388473696293,2.6680471199230245,Moderate
USGS_SOIL_00126,161.8674523894971,12.334314763080624,200.05454341742237,2414.132080080739,16.117095363618123,7.363465540426833,Moderate
USGS_SOIL_00127,1000.2097398818304,10.258408072237676,209.64419186766975,650.6577600550164,19.761177764504296,1.384781839743637,Well
USGS_SOIL_00128,514.6670000803083,11.628419921885074,238.065829695876,2191.963034733766,19.25853691668881,2.779156771248147,Well
USGS_SOIL_00129,810.7514029806886,12.31453974405477,130.55997509516436,1065.9165709130723,20.982960110107754,4.047376188289175,Poor
USGS_SOIL_00130,327.0358846250021,13.05060827926872,139.29984136451804,1791.0479851781242,10.148673556164166,8.150552630872674,Moderate
USGS_SOIL_00131,606.1868436775769,13.232213424219596,188.3709265720337,212.11926153304145,18.42902173057412,8.109789220556204,Well
USGS_SOIL_00132,858.9746600792863,7.877472698777525,151.48296205669675,1536.2088596273466,21.58329173287368,9.573416755688458,Poor
USGS_SOIL_00133,426.2091638016776,9.734431538226726,132.40965020783537,531.1948946359834,8.469375973811886,9.250907524001963,Poor
USGS_SOIL_00134,442.6421569274074,10.427180186855876,163.46377458486322,1510.328659022177,14.919622413284255,1.733631355405147,Moderate
USGS_SOIL_00135,787.5204342781457,28.381842530346876,165.6071958518848,509.9414795698341,12.826930627362596,8.468809499302264,Poor
USGS_SOIL_00136,699.7456635637769,10.430779888732598,139.37401500821787,1367.5584484041754,14.90265893495528,5.060562215860151,Well
USGS_SOIL_00137,854.7913845098437,9.917084139260144,139.10718127278457,420.80037867363626,19.587913129897323,8.7929748165676,Poor
USGS_SOIL_00138,639.6578035156219,27.130630442844765,175.1472485276201,737.8594014294578,9.41705797572476,1.803576263780175,Poor
USGS_SOIL_00139,942.4495735586584,12.423929145169744,122.05489630041596,1825.7289129611784,15.979950860690042,8.404921913566021,Well
USGS_SOIL_00140,579.9133727136583,7.878146182727494,121.41128483930034,2932.315847909412,12.741538178016016,2.4367826710069687,Poor
USGS_SOIL_00141,929.1193757262178,6.144341875353186,182.86035406581811,1402.6358283367188,19.710566472740872,4.00457467062408,Poor
USGS_SOIL_00142,477.9654647190825,3.638716518553792,240.22572694351916,2092.803708567557,16.68373768849715,1.259635602610195,Poor
USGS_SOIL_00143,566.7027134346916,19.32947979561155,209.3216533951566,1664.331546028688,14.36901356789834,2.113552793684246,Poor
USGS_SOIL_00144,969.2012718189676,0.5651938312882923,228.9047456210193,1545.2380094538694,12.127532123626295,5.011532968711444,Moderate
USGS_SOIL_00145,595.6858195527369,25.770701650810896,107.79758939459674,287.64217083556844,25.631687572740525,8.365045020710234,Moderate
USGS_SOIL_00146,398.6308989084127,14.269349287494949,123.65596940028944,518.4624665983104,16.11955424137462,7.963027942285448,Well
USGS_SOIL_00147,1269.0347620113555,11.50340493776444,180.42600733358893,2660.867414774445,9.32018211195577,3.117679855986819,Poor
USGS_SOIL_00148,739.459999614552,13.173155690520376,213.44888142491536,1289.4765136212295,11.757031639006822,2.365214041623529,Well
USGS_SOIL_00149,891.4356231563942,18.70445323956902,205.5217548998679,1881.5641820958936,16.65046115899675,4.50337116683593,Moderate
USGS_SOIL_00150,71.37591093663741,11.241287729995088,126.23339457677834,1631.8763748733793,12.079894900612375,8.949415124915962,Poor
USGS_SOIL_00151,733.673419100293,13.465826304866162,225.4282809990584,1198.758900698581,12.571967601154563,1.8228256674670285,Poor
USGS_SOIL_00152,1543.8692769793545,23.42463850873693,176.7460515235525,1224.6679735717005,18.94370326835115,5.886226093099152,Moderate
USGS_SOIL_00153,1122.654736108071,17.77524511522561,211.10910929450085,1710.848517135151,18.58963854256577,1.799267314627377,Poor
USGS_SOIL_00154,1165.4108109008343,5.000305124832936,155.79689769880713,509.3112242796565,12.715171742259308,5.23190909047815,Poor
USGS_SOIL_00155,627.3690356682775,9.338013324624914,118.25049250719488,1223.0512167378588,19.683420789931272,2.1411236094488406,Moderate
USGS_SOIL_00156,825.5469043986105,0.7486667997339946,213.8338061890611,1396.2291512679433,12.157537922343082,1.723032414994283,Well
USGS_SOIL_00157,896.4231457559689,19.921972556071022,198.78587543201297,2956.8660486607605,21.774164608942208,2.717643997572263,Well
USGS_SOIL_00158,540.7169882545545,20.77599873424661,130.17502601654758,1119.2188309285814,17.15018321022628,3.297304174318896,Poor
USGS_SOIL_00159,712.7821714523149,7.525076000992265,153.27309131233784,1969.27879805452,16.160726871634715,3.4863884121828232,Moderate
USGS_SOIL_00160,449.7020743672373,33.43881871858365,207.44348504456784,498.50494949675766,13.460786664198723,6.807411525225995,Well
USGS_SOIL_00161,631.348130961237,34.50308845609334,188.24142432425631,289.89600730763544,12.565393183304266,1.4948368806059311,Well
USGS_SOIL_00162,1002.2674711161358,15.182476266105272,200.06768685240584,2627.471840603568,5.694006525695997,1.7272815391482772,Poor
USGS_SOIL_00163,220.2712603445682,8.621059591199565,159.02586443170384,2219.131216976491,13.82341719361559,2.698355453313404,Well
USGS_SOIL_00164,1035.9310822977457,17.19040951545314,236.9250766040632,1020.7479340242502,14.958018015607951,8.848567622632798,Moderate
USGS_SOIL_00165,276.7918178420512,8.431744480418647,175.5539819934247,1563.276208401964,7.695593919133128,6.657444334569095,Well
USGS_SOIL_00166,765.7368801610206,22.600258369336125,85.30169147849912,493.6581349103318,18.293535716363515,7.5733269326916,Moderate
USGS_SOIL_00167,793.0305411016096,16.33087404822386,184.2775575955368,2150.7648525444947,14.35851405448255,4.333259400018933,Moderate
USGS_SOIL_00168,921.8448665726764,16.906189335893664,204.19770908678169,303.958717053573,19.85884836904249,2.918983141630008,Poor
USGS_SOIL_00169,695.837930155811,29.073326443761744,191.8830682600631,2295.3958651294856,12.265358324307496,1.3416522486662152,Well
USGS_SOIL_00170,436.5916556716234,10.047813390203377,162.9345558178618,1685.825879782961,19.94568312722501,5.39682057974703,Poor
USGS_SOIL_00171,805.3528338905588,10.368072865154812,101.85125313755736,908.6665372516178,13.203876388564304,6.168528678045816,Well
USGS_SOIL_00172,1401.7516767523657,21.866963675323177,154.00108791944197,2601.4656267782248,14.79885932537003,9.073025149399406,Poor
USGS_SOIL_00173,745.6772523996068,11.624020986132631,157.7779544646023,2959.608423982678,15.862460966408374,8.938836808740945,Poor
USGS_SOIL_00174,485.5870307256196,27.830651374891325,153.63235997221554,837.6123934731502,14.833352927413312,4.822166426250295,Poor
USGS_SOIL_00175,609.8569667193412,23.00397309192448,204.47854617630375,2438.1138337992043,16.217427051939165,4.812201361031159,Well
USGS_SOIL_00176,795.0713909392178,12.029111143478726,166.66307826396735,2275.4823174917265,7.301806236935679,2.4501060704425037,Poor
USGS_SOIL_00177,669.41361460393,0.507465345488832,235.26700422276377,2266.851351206441,14.442449014866977,3.3170408905833177,Moderate
USGS_SOIL_00178,627.7255717208911,3.3820516323335283,170.97761021222306,2875.983273303679,14.6783124065487,9.330972186888022,Well
USGS_SOIL_00179,733.673419100293,11.14587151006037,228.63536752534384,1511.189567675778,7.054076532092948,2.2693240984168197,Moderate
USGS_SOIL_00180,905.1845149464712,18.23767894871777,188.57859997734948,2055.0873176142986,17.569881504453065,9.718295920692864,Poor
USGS_SOIL_00181,714.4441908507986,23.81821686641341,190.55247581319608,2489.244354514832,11.354586394120693,5.542646951936768,Poor
USGS_SOIL_00182,716.7424264136286,13.261699203607224,152.68540431336902,1490.6556906247763,18.769316894583927,5.10946097290148,Moderate
USGS_SOIL_00183,801.9536494603545,7.888893863803923,125.97464966163967,1496.1504881548171,15.343806642512249,2.5717454261771904,Poor
USGS_SOIL_00184,918.0943035391438,13.87406559461375,177.0669298315971,1024.098786795319,12.7028724915989,6.953871254342327,Well
USGS_SOIL_00185,1134.6944869465483,15.162954808882608,247.47386741008657,2364.394567198689,19.018768234118475,5.138609665260231,Moderate
USGS_SOIL_00186,626.4263138897176,25.43956253906375,161.65211674365275,2089.967761088114,21.64746821443721,4.335967611218991,Well
USGS_SOIL_00187,451.673650257528,24.99539353437507,155.30518390530182,1408.3057085530447,15.154026937118784,3.380645967267628,Well
USGS_SOIL_00188,583.1676937070592,6.984782585260444,173.1232068177169,1316.0763064563364,20.4995443645756,1.5983812271338478,Well
USGS_SOIL_00189,487.32233679687374,18.632734386163047,250.7275177617124,310.50996519044406,14.295493586251668,5.673953048959862,Poor
USGS_SOIL_00190,292.1977637550377,8.16923139646632,211.47747862910333,118.853325802405,18.849287430128346,3.816174997527731,Poor
USGS_SOIL_00191,1173.1798248029352,8.395185092546171,228.57051704831312,1633.792502942346,13.530091191193389,7.370786827024949,Moderate
USGS_SOIL_00192,1006.375837539768,23.309404104771662,100.78643220991503,1310.7292718196386,22.30356711665141,7.5117012107423715,Moderate
USGS_SOIL_00193,64.94491707937357,13.405540221863845,147.0147780324441,2408.5066037151164,19.309229158500116,3.988963103840168,Well
USGS_SOIL_00194,815.3840603880247,20.11889387659611,148.40263290872787,1673.6967632906524,16.881378966635328,7.022086152100848,Poor
USGS_SOIL_00195,636.9796141752241,19.27787724830043,225.44350078945004,2816.447525808454,4.864515199180778,3.3280771625154486,Poor
USGS_SOIL_00196,601.2275010887612,14.36411698552535,206.3952011066665,668.8083166968958,16.795266565602102,7.544563536179377,Poor
USGS_SOIL_00197,4.043558213643337,17.66390186009105,222.2356349043756,2971.4359871166157,10.060268137494903,1.144694309906998,Moderate
USGS_SOIL_00198,742.4269739796131,16.63082726980443,104.97648002769492,963.9656635051084,16.413012030190718,2.3644789028678157,Poor
USGS_SOIL_00199,773.0791773631283,5.796401706943728,224.41352016651325,1963.0295233625875,20.109996754555457,3.205077957166926,Well
USGS_SOIL_00200,396.931336001189,18.898604700685805,206.37305558549517,1555.3757694882888,17.755987868055787,7.956419382878558,Well
USGS_SOIL_00201,1236.8238461971246,9.352019961087729,143.0362461186326,1142.7715636228231,18.434849623261258,1.5973862777596768,Well
USGS_SOIL_00202,987.4047392380106,6.447242206300276,172.12299094083278,503.9966314697952,13.507906201959312,2.6925142934397783,Poor
USGS_SOIL_00203,430.0991190235607,21.837147378742586,144.25655289151337,491.0190392114138,8.901597155118768,4.227616949546746,Well
USGS_SOIL_00204,1056.915112041043,10.269445548825434,176.13565141560497,2163.3668993967667,11.914211365647368,1.082574947376198,Well
USGS_SOIL_00205,610.3338033938903,23.88550503680019,197.97421967845415,1195.1600106313028,13.68105419964282,7.859088778369677,Moderate
USGS_SOIL_00206,733.673419100293,23.786877988273183,236.16878272603543,2887.7641249855337,14.94375751919718,6.040946347049211,Moderate
USGS_SOIL_00207,317.13073669912274,11.185991663253514,142.42322586524148,1044.3806108683802,20.07651185391684,9.106114483180155,Poor
USGS_SOIL_00208,801.0185167517456,23.54672753618612,161.23135007190965,2952.2187930690925,17.922311477768602,1.279279292904509,Poor
USGS_SOIL_00209,385.1189886505395,11.885398557025388,135.88283114877038,695.727444126262,23.87890088650196,3.4425161538968823,Poor
USGS_SOIL_00210,498.7882612992453,14.452881907271305,210.6625360525384,398.16172007005525,10.99485068956,7.581264916930319,Poor
USGS_SOIL_00211,170.5006258943456,18.950288005597805,116.97673969022404,1006.4522272165756,19.655871293927618,7.07634477504077,Poor
USGS_SOIL_00212,379.6632650622336,31.315171307177422,187.08055449644215,2668.195889342908,18.5014243093832,3.187516965442371,Moderate
USGS_SOIL_00213,377.9111067441992,22.527177169479195,130.96848041793243,1613.3706390363257,14.533751379203046,6.36118961471256,Moderate
