Sample_ID,Latitude,Longitude,Soil_Depth_cm,pH,Ni_ppm,Co_ppm,Zn_ppm,Cu_ppm,Pb_ppm,Cd_ppm,Mn_ppm,Fe_ppm,Soil_OM_percent,Soil_Moisture_percent,Sand_percent,Silt_percent,Clay_percent,CEC_meq_per_100g,Annual_Rainfall_mm,Average_Temp_C,Growing_Season_days,Elevation_m,Solar_Radiation_MJ_m2,Wind_Speed_m_s,Soil_Drainage,Industrial_Proximity_km,Mining_Activity_History,Contamination_Source,Pollutant_Concentration_Index,Avg_Metal_ppm,Total_Metal_ppm,Max_Metal_ppm,Soil_Texture_Type,Drainage_Score,Mining_Activity_Score,Contamination_Source_Score,Rainfall_Normalized,Temp_Normalized,Environmental_Score,Contamination_Viability
USGS_SOIL_00053,46.475856410263575,-81.01907102312452,15,7.842386565416662,274.3242411306159,3.076355965580305,9.077180527254598,125.62630285611058,1.5733290854689337,1.7078954854865942,2475.6565128357875,11081.313021500246,7.928134019355718,30.62803077972592,56.10635575098247,27.83581288361629,14.526062555878053,16.82488599933563,621.6397198140542,-2.279795414252714,158.1307036161897,1299.117848852764,15.113357939547528,8.675008089684052,Poor,1.992676279605808,Current,Unknown,58.44414641406359,1746.5443549233187,13972.35483938655,11081.313021500246,Loam,1,2.0,0,0.3601147557496921,0.005218251618066862,0.2328887802336974,0.5611494112924132
USGS_SOIL_00073,44.571074282916015,-94.05382801535498,20,8.5,91.5443447871987,9.378957472136502,20.809548242384487,219.3562535145634,110.83802058094206,9.4280241033686,396.34287329860496,1023.6207377847765,7.767086040534031,7.579212058376347,48.70674352988821,37.95863812341226,8.703395149474957,35.810194205470054,382.3666031023636,12.24297032389783,194.89601771757745,730.5266162892182,12.146197964743964,9.608944190273451,Poor,3.4510188247686435,Current,Unknown,67.83262046312632,235.1648449729969,1881.318759783975,1023.6207377847765,Loam,1,2.0,0,0.19409607250535366,0.41415908704120835,0.3138628309599651,0.631507874600936
USGS_SOIL_00079,27.780857428603117,-73.93507957225516,5,8.5,37.53934777636097,1.09432129468302,98.17753688889754,138.7243645950776,38.8296765455481,2.0453829452095245,607.8594499924202,7948.729984312592,5.71151758629262,21.635376670728952,33.52720424332775,30.954620413582965,36.93859315496763,11.294685194321971,845.8827885573987,17.310145869958333,164.06064570155627,2188.1496386518097,12.338789110282168,7.836335944641771,Well,3.759341768995321,Past,Agriculture,64.75189872990458,1109.1250080438485,8873.000064350788,7948.729984312592,Loam,3,1.0,2,0.5157049010659244,0.5568436857191448,0.6908495289283564,0.5988340837956286
USGS_SOIL_00081,39.95915504386139,-109.78373320434856,5,6.194629459846458,1.8453550870941884,96.75491368244722,203.15026399423292,49.79375830789843,222.67686384189903,4.9078400074885495,257.2768918028693,12863.849060206005,7.522362648666774,34.309131638787825,43.90834464464895,32.26931943800248,21.16493597461513,37.59754285222608,1118.78313295802,24.928158308662105,166.2537448236235,2113.7178122834694,20.7005971699018,8.018952271610619,Well,6.210228335281292,Current,Unknown,9.44838751789636,1712.5318683662417,13700.254946929934,12863.849060206005,Loam,3,2.0,0,0.7050557000899085,0.7713562948954832,0.8254706649951306,0.08274854640169199
USGS_SOIL_00085,32.804399728641926,-92.15098931217814,15,4.664089599856615,8.586444564803276,18.08767601102406,2.459891990907101,11.21806785401325,2.7798228140076,8.475424956394892,476.8336047657989,1808.5376691147253,9.000582915507945,32.16406076412247,55.4287140609579,24.791070960962365,19.310703167204043,9.225842344814527,968.031893485856,-2.465111820068472,161.7629805352669,1161.7566397438095,18.23818919830225,2.760829718974364,Poor,3.845130392279329,Current,Industrial,20.226087768401293,292.1223252589593,2336.9786020716742,1808.5376691147253,Loam,1,2.0,3,0.6004575629545226,0.0,0.3112636320959519,0.18670648872497514
USGS_SOIL_00108,30.49115597179894,-109.97620136893794,20,5.39670508611535,7.661903301068738,33.95355255130172,232.88114927908035,53.12063934166294,5.940309686738518,5.345859617739858,407.4792979185012,8439.048931449719,6.526470954294097,32.04960160138116,59.138582463346296,28.0192636985064,16.900069480756528,29.47826030066274,912.8129793736128,22.52396342594423,231.9641425621773,2224.66250308331,15.676138219459723,5.189632526159852,Poor,2.3224242245415194,,Unknown,51.11043065142845,1148.1789553932265,9185.431643145812,8439.048931449719,Loam,1,,0,0.5621441429720222,0.7036575189470463,0.5330449984174673,0.48736428605995913
USGS_SOIL_00118,46.421415963759465,-117.66646381435288,10,6.788073674735047,2.6374466048807643,1.635733455531429,236.9973379293168,448.869408320426,39.54257085398278,1.978509370342955,322.63757796043,599.513084322922,2.6951176624693964,30.09781337392853,44.07429721745649,36.50667628792086,19.178811412394943,34.03063239165826,885.7311116072829,14.558118038226588,195.1219743649912,1072.9916036300297,11.638056114195226,9.162193886466277,Poor,3.6739332330217818,Past,Urban,97.28577294847416,206.72645860222912,1653.811668817833,599.513084322922,Loam,1,1.0,1,0.5433534986733528,0.47935041887812524,0.45201241696160377,0.9013734426176194
USGS_SOIL_00123,27.64124618866424,-81.27388169188652,20,7.935053475191876,18.79450112170108,3.857483848950563,15.889000487470796,476.63149963528815,257.6450364341904,7.92830076074877,702.8716143639979,3500.811426310134,4.694618666641385,18.238634083998303,52.0897944609434,27.65492464854109,18.78384875493842,16.321356715567383,590.706640786456,21.966710410576127,189.31943280444136,521.300739166033,13.503690966411664,3.4070087295587053,Moderate,0.487955415885397,Current,Mining,59.04372807789149,623.0536078703102,4984.428862962482,3500.811426310134,Loam,2,2.0,4,0.3386519641104507,0.6879660509611613,0.5644282272460929,0.5846751394009805
USGS_SOIL_00131,30.330587451297525,-76.94009150634847,10,8.5,55.23297155040088,4.329310705401224,678.1880375234263,255.4813996602265,20.60313449314166,1.0375463431000478,3079.228864987245,3335.0007916510785,9.57299559428366,33.283160033158296,49.25134650438257,37.013898938095,15.825866741607427,17.468688858065434,606.1868436775769,13.232213424219596,188.3709265720337,212.11926153304145,18.42902173057412,8.109789220556204,Well,11.1906837923123,,Urban,71.17215917272375,928.6377571142525,7429.10205691402,3335.0007916510785,Loam,3,,1,0.3493928402091049,0.44201479353514783,0.5971358779147509,0.5524285661036233
USGS_SOIL_00149,31.687515141678677,-88.16995824107447,15,7.2120473493199295,70.61888280569337,1.6758375411685642,3.5267166863470467,71.03092014104307,19.3705536407287,1.6682214105228557,537.7338144046239,1246.2691835063094,7.886463829989471,28.19912120343126,62.12539324498562,22.291863693859103,17.039820273302045,29.681614262107413,891.4356231563942,18.70445323956902,205.5217548998679,1881.5641820958936,16.65046115899675,4.50337116683593,Moderate,4.929486098247503,Past,Industrial,41.13407904150217,243.98676626705463,1951.894130136437,1246.2691835063094,Loam,2,1.0,3,0.5473115509148703,0.5961054372922202,0.6033612182912523,0.3707868162551619
USGS_SOIL_00152,28.477476930189358,-87.96522486878635,5,8.5,172.17165659413348,27.75249519191813,81.31093470436373,104.54470724592176,108.90437208039606,12.091932736764877,1730.9206582667157,5306.586745594235,9.188235181573551,15.832989218794005,46.72991553318314,36.621687539475,19.35045452691624,22.896359028139425,1543.8692769793545,23.42463850873693,176.7460515235525,1224.6679735717005,18.94370326835115,5.886226093099152,Moderate,3.3812363045300966,Past,Agriculture,81.92850407420221,943.0354378018061,7544.283502414449,5306.586745594235,Loam,2,1.0,2,1.0,0.7290192735496485,0.798561980072105,0.7638811142717152
USGS_SOIL_00158,30.70330105581759,-72.2603375999935,20,5.585731696761076,40.33990294293652,8.630483716787168,1208.8372822329377,49.883061149327766,59.032527058666766,22.676676016149376,103.612354109765,5781.145417771884,6.148881942861319,14.855271630135894,42.00509420861069,34.9576557301551,22.30520033232204,27.378681006605056,540.7169882545545,20.77599873424661,130.17502601654758,1119.2188309285814,17.15018321022628,3.297304174318896,Poor,1.9026587681772813,Past,Mining,94.78627716349608,909.2697131248068,7274.157704998454,5781.145417771884,Loam,1,1.0,4,0.30396684610286295,0.654437270256041,0.43057914989741247,0.9117935833653593
USGS_SOIL_00165,45.04725989414171,-91.37650859259232,20,3.536800150469193,10.434396818244126,25.129233025465915,651.5188331074168,169.4198804021912,288.6876205384997,2.45596330853506,265.7482401391968,1171.7882233403448,7.681257470298542,14.078668552456662,77.0812526962967,22.289578428587955,5.170142070247014,26.23910001198066,276.7918178420512,8.431744480418647,175.5539819934247,1563.276208401964,7.695593919133128,6.657444334569095,Well,13.937241066207944,Current,Agriculture,75.4427029159928,323.14779883498676,2585.182390679894,1171.7882233403448,Sandy,3,2.0,2,0.12084343521120962,0.3068402809322333,0.47589457204781427,0.5441344017146278
USGS_SOIL_00166,32.69872155932166,-80.01493754129926,20,5.090996909271869,0.5743492943812075,22.877221831202935,3.25856796713762,147.6726123536169,15.302819870367683,2.616267270939653,3561.540664772823,12163.223026585418,6.804534277927826,23.369401545407666,32.030630564890075,40.008204977684144,23.69723276847742,35.12549957858296,765.7368801610206,22.600258369336125,85.30169147849912,493.6581349103318,18.293535716363515,7.5733269326916,Moderate,3.570880622309428,Current,Industrial,23.21389523653328,1989.6331912432358,15917.065529945887,12163.223026585418,Loam,2,2.0,3,0.46009598702557003,0.7058058781819048,0.6108561772913804,0.21556014263164125
USGS_SOIL_00171,25.39810789426855,-75.05931478766342,5,8.328142777545974,133.4942761747638,3.0356583037508087,137.66988889569956,17.72340288705184,5.6032898226990895,0.3231933198278297,216.2083249174985,1545.5126903188673,6.36379632910225,11.134001605927264,36.390101609416014,38.51409936762654,28.97762666634695,7.435362424025266,805.3528338905588,10.368072865154812,101.85125313755736,908.6665372516178,13.203876388564304,6.168528678045816,Well,13.44460931710436,Past,Urban,31.487772591774977,257.44634058001986,2059.570724640159,1545.5126903188673,Loam,3,1.0,1,0.4875833561209099,0.3613645886009453,0.6163159815739517,0.23020956576530152
USGS_SOIL_00178,47.48151972968163,-82.5178443437816,20,5.917734772188156,385.45150402326607,1.88028607972268,382.5823017405573,36.85781160998849,1.0896693760859038,14.57371802608109,104.72659962594554,3141.9363454118943,7.911950663421385,9.163276523378922,51.61640083178814,22.851927410085292,30.25106718498908,32.09600250080252,627.7255717208911,3.3820516323335283,170.97761021222306,2875.983273303679,14.6783124065487,9.330972186888022,Well,0.8746039089672284,,Urban,51.200085661415976,508.6372794866927,4069.0982358935416,3141.9363454118943,Loam,3,,1,0.36433739945441945,0.16464797065475792,0.5096617900363924,0.5030448976023735
USGS_SOIL_00179,28.30050265950384,-87.17228965976746,10,6.755624333563231,65.12898422020545,13.228864760882637,86.89650546767483,7.714677018907731,25.24855973669019,0.8351993268575949,2775.7963439476925,9385.894856557768,7.152166431978676,14.0009144178649,46.25159396281931,47.94524848392212,4.882372131027637,6.064781003764948,733.673419100293,11.14587151006037,228.63536752534384,1511.189567675778,7.054076532092948,2.2693240984168197,Moderate,3.5757985232932348,Past,Agriculture,90.56796353769808,1545.092998879585,12360.74399103668,9385.894856557768,Loam,2,1.0,2,0.4378488843894132,0.38326631402801764,0.49592728836136585,0.8409090773218256
USGS_SOIL_00191,46.53317819087984,-90.41243991100896,10,3.7970293436299705,529.2488310310501,0.7262314032323882,70.92234876029701,112.9077197766447,48.69070954790495,20.161188396843052,1224.065593789882,1032.2921852080435,7.597499617337666,15.269218544825591,37.548942573061446,39.4563342756763,20.846163068192983,17.15083938860024,1173.1798248029352,8.395185092546171,228.57051704831312,1633.792502942346,13.530091191193389,7.370786827024949,Moderate,0.0496436689743167,Past,Industrial,63.253376880443966,379.87685098923725,3039.014807913898,1224.065593789882,Loam,2,1.0,3,0.7427986244812956,0.3058108195411531,0.5717587035630385,0.6319057428637677
USGS_SOIL_00203,46.5653005246499,-89.20381226341149,5,5.040396588677667,174.40637325667197,17.869147698883975,36.99561017452467,248.94895241964244,384.4697727749021,6.493858808717596,2039.523049334425,473.8913461109605,6.178051935036227,11.421573686823026,51.19369319834841,31.24384766907714,18.334357936080277,7.435714658870814,430.0991190235607,21.837147378742586,144.25655289151337,491.0190392114138,8.901597155118768,4.227616949546746,Well,6.614608820712196,,Industrial,21.18665397323024,422.824763822341,3382.598110578728,2039.523049334425,Loam,3,,3,0.22721508541445987,0.6843177366226066,0.6371776073456888,0.18383825408176124
USGS_SOIL_00207,40.92404245859334,-70.3914577385002,5,5.100098061390206,41.58369275877168,32.35292268887891,203.5897581929776,536.7930782438217,47.38627472529943,17.16880202509064,1876.9959195858264,2477.9894426856586,7.503508270247284,8.481603781537068,41.709605693247546,32.09686063574488,22.68128453228094,24.77562191171387,317.13073669912274,11.185991663253514,142.42322586524148,1044.3806108683802,20.07651185391684,9.106114483180155,Poor,7.424636751055486,Past,Mining,40.656150342365926,654.2324863632906,5233.859890906325,2477.9894426856586,Loam,1,1.0,4,0.14883243073309568,0.38439604160607865,0.28885393522416924,0.3461900738259858
USGS_SOIL_00208,25.121478012309247,-98.4004770871562,10,5.835076623212735,38.44255677797922,44.15369762616364,122.33371263866796,193.16106847283316,13.32345381855974,3.147640394088829,1001.9242214008592,2454.440764234705,6.519998152423106,5.693205583624408,44.27553356880183,34.575419340047816,17.097154981011144,21.38792414324213,801.0185167517456,23.54672753618612,161.23135007190965,2952.2187930690925,17.922311477768602,1.279279292904509,Poor,6.483561109540716,Past,Industrial,6.269563888638407,483.8658894204821,3870.927115363857,2454.440764234705,Loam,1,1.0,3,0.48457600772323683,0.73245713034506,0.5167888238005434,0.05456581876595271
USGS_SOIL_00209,28.85939323401997,-118.31895529539544,20,5.172795928959649,420.2232738206284,8.56829827370883,64.59042268227665,27.531385924205416,66.81232066688561,25.618292680724636,148.81167974564903,5044.708945234748,9.344336709914703,6.533949143200916,61.10188496157866,34.33747609348535,7.780309151050368,36.091403514591775,385.1189886505395,11.885398557025388,135.88283114877038,695.727444126262,23.87890088650196,3.4425161538968823,Poor,2.239962929092953,Current,Agriculture,87.49499914902802,725.8580773786033,5806.864619028826,5044.708945234748,Loam,1,2.0,2,0.19600580407390047,0.4040903646156708,0.3111431673409682,0.8357528805753117
USGS_SOIL_00215,30.6939780999232,-94.38855462956175,20,6.186014484272201,27.130723234917323,2.298023627955684,32.95455612514896,141.80711776881745,142.9952105163274,0.8619122687601117,35.303853288593615,2173.362163864659,4.119466373067639,20.26628754228004,39.01550675394368,34.33541610472529,31.63630768710206,35.26372134049777,806.5843968640883,15.82641884935379,226.23646903776927,687.2472438518756,12.538083318377968,1.3004263300115326,Well,2.197553950406858,Past,Agriculture,33.7041688488145,319.58919508689746,2556.7135606951797,2173.362163864659,Loam,3,1.0,2,0.4884378711036533,0.5150640014437183,0.6678339575157906,0.3222283426083665
USGS_SOIL_00221,38.63940648005132,-124.72671064272843,15,5.768132887781446,4.557103860217943,21.839904835141454,421.6961756686876,39.53894196959647,61.38353751194242,12.994104202905817,3085.8574299553065,2066.19980712982,9.468077330544087,18.64880952179033,49.39090652482205,32.38498925673054,21.96188678315389,35.56793038772965,649.3068047137854,-1.201500804897691,208.30863627188373,2634.088838324686,14.084815925928313,4.630875569042997,Poor,3.4005792968768183,Past,Unknown,84.01261599122508,714.2583756417023,5714.067005133618,3085.8574299553065,Loam,1,1.0,0,0.3793114505869031,0.035581524450013585,0.24940876945675003,0.7829878473890063
USGS_SOIL_00224,31.36485682436141,-93.29365942666254,20,7.613143058013961,303.5739024985409,63.09893243080492,31.174540178344184,140.18903778036852,14.977512091453024,8.826961375622169,3832.46981432828,2770.222692607205,8.279952371603938,23.087264342740568,58.05211203837356,16.353236740994582,25.421096815399103,7.815512007326699,411.95730791774,12.938181340541204,182.7681601294122,2989.187546629292,14.615881213609338,3.70431103317816,Moderate,7.24602858840317,Current,Mining,55.61700680497535,895.5666741613272,7164.533393290618,3832.46981432828,Loam,2,2.0,4,0.21462746323254547,0.43373526000078944,0.4383431299666672,0.4755695837877004
USGS_SOIL_00238,40.49133510177202,-90.74528733359544,10,8.300620861916638,40.71023214480969,73.70852282505743,70.48231971090782,13.607567620498276,312.3426762627289,11.818232041132674,788.4678153066319,2082.6905972971563,6.4422846709341925,9.940107875219152,51.80952141340181,33.58917583740659,15.761858352615675,8.554481120021258,737.1914314160002,8.818878050462294,184.6333656381842,1605.8227889961709,16.37503771138024,7.026374949193857,Well,6.826202318757943,,Mining,52.01794018985208,424.22849540111537,3393.827963208923,2082.6905972971563,Loam,3,,4,0.44028984299068735,0.3177414225197553,0.5860104218368142,0.4491624051103247
USGS_SOIL_00247,48.19971565704808,-66.18441914108911,15,8.5,12.54397491791078,0.4455930953569315,780.8504324281075,2.8587751346528982,22.356180177888675,8.047244907228881,376.9567220293134,3480.8262334668343,8.437129630794672,31.148505389865505,67.92766117267125,16.18230811432296,17.92322622552584,11.140923956892935,1386.4314216136554,29.918787722963287,172.57663197590054,1494.3570889606212,12.954269716749554,1.9057995488076624,Poor,0.4586161864696091,Current,Agriculture,1.4367359183389603,585.6106445196617,4684.885156157294,3480.8262334668343,Loam,1,2.0,2,0.8907623815001322,0.9118854612243432,0.711993725352603,0.0142355771138231
USGS_SOIL_00258,38.68146808214476,-91.67437313750564,15,8.5,171.3575748751203,24.18954722309688,34.10326333335868,35.29398279049423,23.771111142502765,5.399951645749381,1194.5792276334405,2167.4949634360705,6.514811867197138,28.97797897879904,50.9883741290336,25.99880338698869,24.1697263295098,8.403897554943633,1359.7514937063463,14.360308679140406,198.05329462846012,502.34364261825976,10.095856317250504,8.392619291638665,Poor,9.24058277960059,Past,Agriculture,93.3747635249732,457.0237027599792,3656.1896220798335,2167.4949634360705,Loam,1,1.0,2,0.8722506215452417,0.47378038311374465,0.5597881126641066,0.7611801888741031
USGS_SOIL_00265,42.7784468261009,-91.98122045281514,5,3.550465115935997,76.01488531806908,3.3480166801539184,20.578633282155547,434.74022271785327,5.818177612549927,1.0187593891694595,574.621707554811,2011.4924704834723,7.535139080413406,17.865630839199156,64.86066269936128,24.53735990822535,14.348195993873627,38.242977371170106,959.475281071658,29.325671020447537,175.55506505972045,651.6400418764086,13.377500793287656,9.53724825669701,Moderate,4.33308250235987,Current,Agriculture,36.10596982781952,390.95410912977934,3127.6328730382347,2011.4924704834723,Loam,2,2.0,2,0.5945205920755542,0.8951841218098373,0.7187904601840193,0.3297696690598636
USGS_SOIL_00267,41.85961801569062,-114.266240300779,20,4.845187451417475,507.8080060482752,34.70399842874253,1806.6648687230324,145.48841702088205,9.778799569130776,2.6424035927201373,2775.863740060043,4782.161222010878,6.108824725098651,16.154089738236074,60.90756889300924,28.925551182057507,12.84933423488728,7.868907215772168,869.7083325180234,17.407974880825506,181.7553214804377,2870.6939128291856,20.0962761934642,8.343324919197787,Well,0.3261562152399452,,Unknown,99.70920176102486,1258.138931931713,10065.111455453703,4782.161222010878,Loam,3,,0,0.5322361582764413,0.5595984142711277,0.6972781908491896,0.9905878624360541
USGS_SOIL_00272,45.80973564592249,-87.00402694889807,10,7.790710232539618,128.69483540340158,16.377990625216047,17.43178323423257,349.9324870289607,67.22408878039941,10.774699555734848,834.7268719888308,2390.268832843524,9.198505071629432,15.48455546924303,64.68889616430444,23.28692408628914,8.550493334113984,30.539038202800683,395.5998057803792,14.64212256720489,217.00496740487176,1938.3193584395256,11.052261545557013,7.635218395274897,Well,14.995523846460138,,Mining,48.50526680954727,476.92894868253745,3815.4315894602996,2390.268832843524,Loam,3,,4,0.20327787660395952,0.48171586929432736,0.5616645819660956,0.3395802910711772
USGS_SOIL_00290,25.732005998537183,-82.38625102051611,20,6.963249518898445,241.0915836387475,3.1216625540348617,495.9598625353543,28.80474552360418,18.339590445030808,10.74968416350328,510.72503278164544,1504.7186925893448,7.580231828971916,6.33185794907981,62.13887942184948,33.24345711194924,7.437393485975868,29.12690404714116,1150.5085995820982,12.361578574436496,165.9803676536588,2060.703465437059,4.355137074245148,1.0384768195190317,Poor,0.8900495308259224,,Unknown,47.54838061832868,351.68885677890813,2813.510854231265,1504.7186925893448,Loam,1,,0,0.727068286654692,0.41749893001174826,0.49263351666659116,0.46701972341111164
USGS_SOIL_00302,37.97524291864256,-114.29530932970196,20,6.186465114070963,110.25950567360388,29.839777753836035,24.307167118621454,65.9388648914117,203.89182797439608,2.9972856679450324,672.5281855090496,2466.5975952136746,8.043953472346182,14.684434931415298,61.74733484019762,23.85055897483957,13.38907771787305,32.307942081626315,102.62717075484204,16.437566149736565,197.6774355192349,2833.673824791026,15.19719310263763,1.002578269536193,Moderate,3.4870622774870035,,Urban,10.41707266620383,447.0450262253173,3576.3602098025385,2466.5975952136746,Loam,2,,1,0.0,0.5322730573557471,0.39964657467413794,0.09690573043480624
USGS_SOIL_00306,37.391208359228685,-76.77082985743198,5,8.5,0.6771442984096171,43.478271997697725,25.61950167463138,111.18989142719548,206.4674552636012,4.653757876173915,1883.4958989747645,3255.184039944188,7.249924866701995,31.43592018666923,60.069052050580304,18.30684734913531,18.546131699072752,22.54314543374428,663.113091837711,19.697589518588444,231.3444293194117,217.94885327333327,15.291431280607805,6.7580796588992165,Poor,11.664021832792834,,Unknown,13.370268210966996,691.3457451820827,5530.765961456662,3255.184039944188,Loam,1,,0,0.38889088700795843,0.6240707702703829,0.4487649968705582,0.10251246204506695
